536412,2010-01-12 11:49:00,Debit Card,17920,NULL
536415,2010-01-12 11:57:00,Debit Card,12838,NULL
536416,2010-01-12 11:58:00,Cash,13255,NULL
536420,2010-01-12 12:03:00,Debit Card,16583,NULL
536423,2010-01-12 12:08:00,Credit Card,18085,NULL
536425,2010-01-12 12:08:00,Debit Card,13758,NULL
536437,2010-01-12 12:12:00,Cash,13694,NULL
536446,2010-01-12 12:15:00,Debit Card,15983,NULL
536460,2010-01-12 12:22:00,Credit Card,14849,NULL
536463,2010-01-12 12:22:00,E-wallet,14849,NULL
536464,2010-01-12 12:23:00,Cash,17968,NULL
536466,2010-01-12 12:23:00,Debit Card,14849,NULL
536477,2010-01-12 12:27:00,E-wallet,16210,NULL
536488,2010-01-12 12:31:00,Credit Card,17897,NULL
536500,2010-01-12 12:35:00,Debit Card,17377,NULL
536502,2010-01-12 12:36:00,Debit Card,16552,NULL
536508,2010-01-12 12:38:00,E-wallet,17181,NULL
536514,2010-01-12 12:40:00,Cash,17951,NULL
536520,2010-01-12 12:43:00,Cash,14729,NULL
536521,2010-01-12 12:48:00,Debit Card,12748,NULL
536522,2010-01-12 12:49:00,Credit Card,15012,NULL
536523,2010-01-12 12:50:00,E-wallet,12868,NULL
536524,2010-01-12 12:51:00,Debit Card,17572,NULL
536525,2010-01-12 12:54:00,E-wallet,14078,NULL
536526,2010-01-12 12:58:00,Cash,14001,NULL
536527,2010-01-12 13:04:00,Cash,12662,NULL
536528,2010-01-12 13:17:00,E-wallet,15525,NULL
536529,2010-01-12 13:20:00,Credit Card,14237,NULL
536530,2010-01-12 13:21:00,Cash,17905,NULL
536531,2010-01-12 13:23:00,Debit Card,15485,NULL
536532,2010-01-12 13:24:00,E-wallet,12433,NULL
536533,2010-01-12 13:31:00,E-wallet,16955,NULL
536534,2010-01-12 13:33:00,E-wallet,15350,NULL
536535,2010-01-12 13:38:00,Credit Card,15605,NULL
536536,2010-01-12 13:45:00,E-wallet,18144,NULL
536537,2010-01-12 13:51:00,E-wallet,15922,NULL
536538,2010-01-12 13:54:00,Cash,14594,NULL
536539,2010-01-12 14:03:00,Cash,15165,NULL
536540,2010-01-12 14:05:00,Credit Card,14911,NULL
536541,2010-01-12 14:05:00,E-wallet,14911,NULL
536542,2010-01-12 14:11:00,Debit Card,16456,NULL
536551,2010-01-12 14:34:00,Credit Card,17346,NULL
536556,2010-01-12 14:38:00,Cash,17643,NULL
536557,2010-01-12 14:41:00,E-wallet,17841,NULL
536559,2010-01-12 14:54:00,Debit Card,17873,NULL
536560,2010-01-12 15:00:00,E-wallet,13093,NULL
536561,2010-01-12 15:06:00,Debit Card,12921,NULL
536562,2010-01-12 15:08:00,Credit Card,13468,NULL
536563,2010-01-12 15:08:00,Cash,17760,NULL
536564,2010-01-12 15:08:00,Debit Card,13468,NULL
536566,2010-01-12 15:21:00,Debit Card,16928,NULL
536567,2010-01-12 15:27:00,Cash,16048,NULL
536568,2010-01-12 15:28:00,Cash,16048,NULL
536569,2010-01-12 15:35:00,E-wallet,16274,NULL
536570,2010-01-12 15:35:00,Debit Card,14496,NULL
536571,2010-01-12 15:37:00,Cash,14696,NULL
536572,2010-01-12 15:40:00,E-wallet,16539,NULL
536573,2010-01-12 15:45:00,E-wallet,17025,NULL
536574,2010-01-12 15:46:00,Cash,17025,NULL
536575,2010-01-12 16:01:00,Debit Card,13777,NULL
536576,2010-01-12 16:11:00,Credit Card,13777,NULL
536577,2010-01-12 16:13:00,Debit Card,13777,NULL
536578,2010-01-12 16:15:00,E-wallet,17690,NULL
536579,2010-01-12 16:16:00,Debit Card,13777,NULL
536580,2010-01-12 16:17:00,Credit Card,17690,NULL
536581,2010-01-12 16:19:00,Credit Card,13777,NULL
536582,2010-01-12 16:21:00,Debit Card,12947,NULL
536583,2010-01-12 16:21:00,Cash,13777,NULL
536584,2010-01-12 16:22:00,E-wallet,13777,NULL
536585,2010-01-12 16:24:00,E-wallet,17460,NULL
536586,2010-01-12 16:25:00,E-wallet,18229,NULL
536587,2010-01-12 16:33:00,E-wallet,14142,NULL
536588,2010-01-12 16:49:00,Credit Card,17069,NULL
536590,2010-01-12 16:52:00,E-wallet,13065,NULL
536591,2010-01-12 16:57:00,E-wallet,14606,NULL
536593,2010-01-12 17:15:00,Credit Card,16835,NULL
536594,2010-01-12 17:22:00,Debit Card,15235,NULL
536595,2010-01-12 17:24:00,Credit Card,13576,NULL
536597,2010-01-12 17:35:00,Debit Card,18011,NULL
536598,2010-02-12 07:48:00,E-wallet,13090,NULL
536599,2010-02-12 07:49:00,Cash,15694,NULL
536600,2010-02-12 08:32:00,E-wallet,17850,NULL
536601,2010-02-12 08:33:00,E-wallet,17850,NULL
536602,2010-02-12 08:34:00,Cash,17850,NULL
536603,2010-02-12 08:40:00,Credit Card,17850,NULL
536604,2010-02-12 08:43:00,Credit Card,14741,NULL
536605,2010-02-12 08:52:00,E-wallet,13715,NULL
536607,2010-02-12 09:29:00,Credit Card,17732,NULL
536608,2010-02-12 09:37:00,Cash,12855,NULL
536609,2010-02-12 09:41:00,Cash,17850,NULL
536610,2010-02-12 09:42:00,E-wallet,17850,NULL
536611,2010-02-12 09:43:00,Debit Card,15752,NULL
536612,2010-02-12 09:44:00,E-wallet,17850,NULL
536613,2010-02-12 09:44:00,E-wallet,17855,NULL
536614,2010-02-12 09:44:00,E-wallet,17850,NULL
536615,2010-02-12 10:09:00,Cash,14047,NULL
536616,2010-02-12 10:10:00,Credit Card,17925,NULL
536617,2010-02-12 10:17:00,Cash,13941,NULL
536618,2010-02-12 10:17:00,Credit Card,17017,NULL
536619,2010-02-12 10:18:00,Cash,17017,NULL
536620,2010-02-12 10:27:00,Credit Card,14135,NULL
536621,2010-02-12 10:35:00,E-wallet,13108,NULL
536623,2010-02-12 10:39:00,Debit Card,15601,NULL
536624,2010-02-12 10:45:00,Credit Card,13418,NULL
536626,2010-02-12 10:46:00,Debit Card,13418,NULL
536627,2010-02-12 10:53:00,Debit Card,15658,NULL
536628,2010-02-12 10:54:00,Credit Card,17850,NULL
536629,2010-02-12 10:55:00,Debit Card,17850,NULL
536630,2010-02-12 10:56:00,Credit Card,17850,NULL
536631,2010-02-12 10:58:00,Credit Card,17850,NULL
536632,2010-02-12 11:02:00,Credit Card,14388,NULL
536633,2010-02-12 11:20:00,Debit Card,14901,NULL
536634,2010-02-12 11:21:00,E-wallet,18041,NULL
536635,2010-02-12 11:22:00,Credit Card,15955,NULL
536636,2010-02-12 11:23:00,Debit Card,15070,NULL
536637,2010-02-12 11:35:00,Credit Card,18041,NULL
536638,2010-02-12 11:41:00,Debit Card,16244,NULL
536639,2010-02-12 11:45:00,Cash,15111,NULL
536641,2010-02-12 11:46:00,Cash,12748,NULL
536643,2010-02-12 11:57:00,E-wallet,14390,NULL
536663,2010-02-12 12:07:00,Cash,16546,NULL
536667,2010-02-12 12:09:00,E-wallet,15260,NULL
536670,2010-02-12 12:09:00,E-wallet,15260,NULL
536671,2010-02-12 12:10:00,E-wallet,13305,NULL
536672,2010-02-12 12:10:00,E-wallet,14491,NULL
536673,2010-02-12 12:11:00,Credit Card,14060,NULL
536674,2010-02-12 12:16:00,Cash,15923,NULL
536676,2010-02-12 12:18:00,Cash,16752,NULL
536681,2010-02-12 12:22:00,Credit Card,17287,NULL
536685,2010-02-12 12:23:00,Debit Card,17850,NULL
536688,2010-02-12 12:24:00,Cash,17850,NULL
536690,2010-02-12 12:25:00,Cash,17850,NULL
536693,2010-02-12 12:26:00,Cash,17850,NULL
536698,2010-02-12 12:28:00,Credit Card,15363,NULL
536707,2010-02-12 12:33:00,Cash,12915,NULL
536732,2010-02-12 12:47:00,Cash,15544,NULL
536733,2010-02-12 12:50:00,Credit Card,15738,NULL
536735,2010-02-12 12:58:00,Cash,17381,NULL
536736,2010-02-12 12:59:00,E-wallet,17381,NULL
536738,2010-02-12 13:06:00,E-wallet,15827,NULL
536739,2010-02-12 13:08:00,Credit Card,14180,NULL
536740,2010-02-12 13:08:00,Cash,15827,NULL
536741,2010-02-12 13:11:00,E-wallet,13117,NULL
536742,2010-02-12 13:14:00,E-wallet,16916,NULL
536743,2010-02-12 13:32:00,E-wallet,17964,NULL
536744,2010-02-12 13:36:00,Credit Card,14466,NULL
536745,2010-02-12 13:38:00,Credit Card,17235,NULL
536746,2010-02-12 13:39:00,Credit Card,16510,NULL
536747,2010-02-12 13:44:00,Debit Card,17802,NULL
536748,2010-02-12 13:45:00,E-wallet,15107,NULL
536749,2010-02-12 13:49:00,Credit Card,17976,NULL
536750,2010-02-12 14:04:00,Debit Card,17850,NULL
536751,2010-02-12 14:05:00,Cash,17850,NULL
536752,2010-02-12 14:06:00,E-wallet,17850,NULL
536753,2010-02-12 14:07:00,Credit Card,17850,NULL
536754,2010-02-12 14:09:00,E-wallet,14449,NULL
536759,2010-02-12 14:26:00,E-wallet,16781,NULL
536761,2010-02-12 14:30:00,Debit Card,13491,NULL
536762,2010-02-12 14:40:00,Debit Card,16186,NULL
536763,2010-02-12 14:42:00,Cash,17685,NULL
536769,2010-02-12 14:47:00,E-wallet,17581,NULL
536771,2010-02-12 14:49:00,Debit Card,17581,NULL
536777,2010-02-12 15:00:00,Cash,15732,NULL
536778,2010-02-12 15:03:00,Cash,13138,NULL
536779,2010-02-12 15:08:00,E-wallet,15823,NULL
536781,2010-02-12 15:14:00,Cash,17460,NULL
536782,2010-02-12 15:18:00,Credit Card,17567,NULL
536783,2010-02-12 15:19:00,E-wallet,15061,NULL
536784,2010-02-12 15:20:00,E-wallet,15061,NULL
536785,2010-02-12 15:22:00,Credit Card,15061,NULL
536786,2010-02-12 15:23:00,E-wallet,15061,NULL
536787,2010-02-12 15:24:00,Credit Card,17850,NULL
536788,2010-02-12 15:25:00,Debit Card,15061,NULL
536789,2010-02-12 15:25:00,Cash,17850,NULL
536790,2010-02-12 15:26:00,Credit Card,17850,NULL
536791,2010-02-12 15:27:00,E-wallet,17850,NULL
536792,2010-02-12 15:28:00,Debit Card,15061,NULL
536793,2010-02-12 15:39:00,Credit Card,16203,NULL
536794,2010-02-12 15:40:00,Cash,13767,NULL
536795,2010-02-12 15:40:00,Cash,15640,NULL
536796,2010-02-12 15:46:00,E-wallet,15574,NULL
536797,2010-02-12 15:49:00,Debit Card,16770,NULL
536798,2010-02-12 15:55:00,Debit Card,17838,NULL
536799,2010-02-12 16:00:00,Debit Card,17228,NULL
536800,2010-02-12 16:12:00,Credit Card,14829,NULL
536802,2010-02-12 16:29:00,E-wallet,17412,NULL
536803,2010-02-12 16:33:00,Debit Card,14911,NULL
536804,2010-02-12 16:34:00,Cash,14031,NULL
536805,2010-02-12 16:38:00,Debit Card,14775,NULL
536806,2010-02-12 16:42:00,Cash,12971,NULL
536808,2010-02-12 16:46:00,Cash,17659,NULL
536809,2010-02-12 16:48:00,Cash,15299,NULL
536810,2010-02-12 16:50:00,Debit Card,15299,NULL
536811,2010-02-12 16:51:00,E-wallet,15299,NULL
536813,2010-02-12 16:59:00,Credit Card,15646,NULL
536819,2010-02-12 17:12:00,Cash,13402,NULL
536821,2010-02-12 17:17:00,E-wallet,17757,NULL
536823,2010-02-12 17:22:00,Debit Card,13011,NULL
536824,2010-02-12 17:24:00,Cash,13798,NULL
536830,2010-02-12 17:38:00,Debit Card,16754,NULL
536831,2010-02-12 17:40:00,Cash,16029,NULL
536832,2010-02-12 17:41:00,E-wallet,16634,NULL
536833,2010-02-12 17:48:00,Cash,18239,NULL
536834,2010-02-12 17:51:00,Debit Card,14576,NULL
536835,2010-02-12 18:06:00,Credit Card,13145,NULL
536836,2010-02-12 18:08:00,Cash,18168,NULL
536837,2010-02-12 18:15:00,E-wallet,14395,NULL
536838,2010-02-12 18:23:00,E-wallet,14865,NULL
536839,2010-02-12 18:25:00,E-wallet,15093,NULL
536840,2010-02-12 18:27:00,Credit Card,12738,NULL
536841,2010-02-12 18:27:00,Debit Card,16150,NULL
536842,2010-02-12 18:45:00,Debit Card,17552,NULL
536843,2010-02-12 18:46:00,Debit Card,17552,NULL
536844,2010-02-12 18:49:00,Cash,14236,NULL
536845,2010-02-12 19:18:00,Credit Card,17961,NULL
536846,2010-02-12 19:59:00,Credit Card,14573,NULL
536847,2010-03-12 09:31:00,E-wallet,17135,NULL
536848,2010-03-12 09:39:00,Cash,13408,NULL
536849,2010-03-12 09:45:00,E-wallet,17396,NULL
536851,2010-03-12 09:49:00,Cash,12967,NULL
536852,2010-03-12 09:51:00,Credit Card,12686,NULL
536856,2010-03-12 10:26:00,Credit Card,13370,NULL
536857,2010-03-12 10:33:00,Debit Card,16883,NULL
536858,2010-03-12 10:36:00,E-wallet,13520,NULL
536859,2010-03-12 10:43:00,Debit Card,12841,NULL
536860,2010-03-12 10:43:00,Credit Card,16905,NULL
536861,2010-03-12 10:44:00,E-wallet,12427,NULL
536863,2010-03-12 11:19:00,Cash,17967,NULL
536874,2010-03-12 11:35:00,Debit Card,16891,NULL
536884,2010-03-12 11:42:00,Credit Card,14589,NULL
536890,2010-03-12 11:48:00,Cash,14156,NULL
536938,2010-03-12 12:05:00,Cash,14680,NULL
536943,2010-03-12 12:11:00,Credit Card,17884,NULL
536944,2010-03-12 12:20:00,Debit Card,12557,NULL
536945,2010-03-12 12:24:00,Debit Card,14083,NULL
536946,2010-03-12 12:28:00,E-wallet,13013,NULL
536947,2010-03-12 12:29:00,Credit Card,13013,NULL
536954,2010-03-12 12:41:00,E-wallet,17809,NULL
536956,2010-03-12 12:43:00,Credit Card,14210,NULL
536957,2010-03-12 12:43:00,E-wallet,17809,NULL
536960,2010-03-12 12:48:00,Debit Card,16477,NULL
536967,2010-03-12 12:57:00,E-wallet,12600,NULL
536968,2010-03-12 13:09:00,Cash,16013,NULL
536969,2010-03-12 13:10:00,E-wallet,16013,NULL
536970,2010-03-12 13:12:00,Credit Card,17949,NULL
536971,2010-03-12 13:40:00,Debit Card,12779,NULL
536972,2010-03-12 13:42:00,E-wallet,16926,NULL
536973,2010-03-12 13:43:00,Cash,17787,NULL
536974,2010-03-12 13:59:00,Credit Card,12682,NULL
536975,2010-03-12 14:04:00,Debit Card,14911,NULL
536976,2010-03-12 14:18:00,E-wallet,14723,NULL
536977,2010-03-12 14:18:00,Debit Card,17954,NULL
536980,2010-03-12 14:26:00,E-wallet,17819,NULL
536981,2010-03-12 14:26:00,E-wallet,14723,NULL
536983,2010-03-12 14:30:00,Credit Card,12712,NULL
536984,2010-03-12 14:35:00,Credit Card,17841,NULL
536985,2010-03-12 14:40:00,E-wallet,15373,NULL
536986,2010-03-12 14:40:00,Cash,16140,NULL
536987,2010-03-12 14:54:00,Debit Card,17198,NULL
536988,2010-03-12 15:05:00,Credit Card,17238,NULL
536989,2010-03-12 15:10:00,E-wallet,17238,NULL
536990,2010-03-12 15:14:00,Credit Card,12793,NULL
536992,2010-03-12 15:16:00,Cash,15769,NULL
536993,2010-03-12 15:19:00,E-wallet,14396,NULL
536994,2010-03-12 15:25:00,E-wallet,14898,NULL
537022,2010-03-12 15:45:00,Debit Card,12725,NULL
537023,2010-03-12 16:02:00,E-wallet,16725,NULL
537026,2010-03-12 16:35:00,Cash,12395,NULL
537030,2010-03-12 16:44:00,Credit Card,16455,NULL
537031,2010-03-12 16:45:00,Debit Card,16455,NULL
537034,2010-03-12 17:20:00,Cash,13081,NULL
537035,2010-03-12 17:21:00,Cash,13081,NULL
537036,2010-03-12 17:28:00,Credit Card,15545,NULL
537037,2010-05-12 10:03:00,Credit Card,17243,NULL
537038,2010-05-12 10:12:00,Cash,15465,NULL
537040,2010-05-12 10:27:00,Credit Card,13089,NULL
537041,2010-05-12 10:36:00,Cash,16033,NULL
537042,2010-05-12 10:45:00,E-wallet,13838,NULL
537044,2010-05-12 10:52:00,Debit Card,18055,NULL
537045,2010-05-12 10:54:00,E-wallet,15038,NULL
537046,2010-05-12 10:58:00,Debit Card,18109,NULL
537047,2010-05-12 11:02:00,Debit Card,13069,NULL
537048,2010-05-12 11:03:00,E-wallet,13069,NULL
537049,2010-05-12 11:04:00,E-wallet,16241,NULL
537050,2010-05-12 11:10:00,Debit Card,14800,NULL
537051,2010-05-12 11:12:00,Cash,15708,NULL
537052,2010-05-12 11:15:00,Credit Card,16839,NULL
537053,2010-05-12 11:38:00,Cash,16168,NULL
537054,2010-05-12 11:40:00,Debit Card,16931,NULL
537055,2010-05-12 11:45:00,Cash,16814,NULL
537057,2010-05-12 11:49:00,Credit Card,15351,NULL
537058,2010-05-12 11:51:00,E-wallet,13269,NULL
537059,2010-05-12 11:54:00,Credit Card,14813,NULL
537065,2010-05-12 11:57:00,Credit Card,12567,NULL
537067,2010-05-12 11:57:00,Credit Card,14813,NULL
537077,2010-05-12 11:59:00,E-wallet,17062,NULL
537081,2010-05-12 12:00:00,Cash,15332,NULL
537086,2010-05-12 12:01:00,Credit Card,15332,NULL
537090,2010-05-12 12:02:00,Debit Card,15332,NULL
537111,2010-05-12 12:08:00,Cash,14810,NULL
537117,2010-05-12 12:09:00,E-wallet,16353,NULL
537126,2010-05-12 12:13:00,Cash,18118,NULL
537127,2010-05-12 12:13:00,E-wallet,13831,NULL
537128,2010-05-12 12:15:00,Debit Card,12841,NULL
537129,2010-05-12 12:15:00,Cash,13506,NULL
537130,2010-05-12 12:23:00,Cash,17796,NULL
537131,2010-05-12 12:26:00,Credit Card,15716,NULL
537133,2010-05-12 12:29:00,Cash,18156,NULL
537134,2010-05-12 12:34:00,Cash,16983,NULL
537135,2010-05-12 12:35:00,Cash,17059,NULL
537136,2010-05-12 12:42:00,Credit Card,12748,NULL
537137,2010-05-12 12:43:00,E-wallet,16327,NULL
537138,2010-05-12 12:44:00,Credit Card,17211,NULL
537139,2010-05-12 12:47:00,E-wallet,17026,NULL
537140,2010-05-12 12:53:00,E-wallet,12748,NULL
537141,2010-05-12 12:57:00,E-wallet,15570,NULL
537142,2010-05-12 12:57:00,Cash,12748,NULL
537144,2010-05-12 13:00:00,E-wallet,15880,NULL
537153,2010-05-12 13:03:00,Credit Card,16718,NULL
537154,2010-05-12 13:05:00,Cash,15808,NULL
537155,2010-05-12 13:05:00,Cash,12748,NULL
537156,2010-05-12 13:08:00,Credit Card,17858,NULL
537158,2010-05-12 13:10:00,Debit Card,16393,NULL
537159,2010-05-12 13:17:00,Cash,14527,NULL
537160,2010-05-12 13:18:00,E-wallet,14161,NULL
537163,2010-05-12 13:21:00,Credit Card,17863,NULL
537176,2010-05-12 13:26:00,E-wallet,16411,NULL
537179,2010-05-12 13:29:00,Cash,13767,NULL
537192,2010-05-12 13:42:00,Credit Card,16402,NULL
537193,2010-05-12 13:49:00,Credit Card,15023,NULL
537194,2010-05-12 13:53:00,Cash,17402,NULL
537195,2010-05-12 13:55:00,Debit Card,15311,NULL
537196,2010-05-12 13:55:00,E-wallet,15426,NULL
537197,2010-05-12 14:02:00,Credit Card,12647,NULL
537198,2010-05-12 14:03:00,Cash,12647,NULL
537199,2010-05-12 14:06:00,Debit Card,15894,NULL
537200,2010-05-12 14:17:00,Credit Card,15867,NULL
537201,2010-05-12 14:19:00,E-wallet,12472,NULL
537202,2010-05-12 14:25:00,Credit Card,14506,NULL
537204,2010-05-12 14:45:00,E-wallet,15555,NULL
537205,2010-05-12 14:52:00,E-wallet,13034,NULL
537206,2010-05-12 15:02:00,Cash,15235,NULL
537207,2010-05-12 15:06:00,Debit Card,17402,NULL
537208,2010-05-12 15:12:00,Debit Card,15889,NULL
537209,2010-05-12 15:12:00,Credit Card,14606,NULL
537210,2010-05-12 15:15:00,Credit Card,15953,NULL
537211,2010-05-12 15:18:00,Debit Card,16143,NULL
537212,2010-05-12 15:21:00,Debit Card,12720,NULL
537213,2010-05-12 15:26:00,Credit Card,12748,NULL
537214,2010-05-12 15:35:00,Credit Card,16422,NULL
537215,2010-05-12 15:38:00,Cash,12747,NULL
537216,2010-05-12 15:40:00,Credit Card,15502,NULL
537217,2010-05-12 15:40:00,Credit Card,15502,NULL
537218,2010-05-12 15:46:00,Credit Card,12763,NULL
537219,2010-05-12 15:47:00,Cash,14081,NULL
537221,2010-05-12 15:54:00,Credit Card,17965,NULL
537222,2010-05-12 16:00:00,E-wallet,14404,NULL
537223,2010-05-12 16:10:00,Cash,13579,NULL
537224,2010-05-12 16:24:00,Debit Card,13174,NULL
537225,2010-05-12 16:41:00,Debit Card,12748,NULL
537226,2010-06-12 08:34:00,Credit Card,15987,NULL
537227,2010-06-12 08:42:00,Debit Card,17677,NULL
537228,2010-06-12 08:43:00,Cash,17677,NULL
537229,2010-06-12 08:44:00,Debit Card,17677,NULL
537231,2010-06-12 09:21:00,E-wallet,13652,NULL
537233,2010-06-12 09:37:00,Cash,17428,NULL
537235,2010-06-12 09:45:00,Cash,17381,NULL
537236,2010-06-12 09:52:00,E-wallet,16858,NULL
537238,2010-06-12 10:03:00,Debit Card,16161,NULL
537239,2010-06-12 10:05:00,E-wallet,18219,NULL
537241,2010-06-12 10:18:00,Credit Card,14293,NULL
537242,2010-06-12 10:19:00,Cash,14748,NULL
537243,2010-06-12 10:19:00,Debit Card,16638,NULL
537244,2010-06-12 10:20:00,E-wallet,17674,NULL
537245,2010-06-12 10:24:00,Credit Card,14748,NULL
537246,2010-06-12 10:27:00,E-wallet,12808,NULL
537247,2010-06-12 10:34:00,Debit Card,13094,NULL
537248,2010-06-12 10:36:00,E-wallet,15899,NULL
537249,2010-06-12 10:38:00,E-wallet,16955,NULL
537250,2010-06-12 10:43:00,Credit Card,12708,NULL
537254,2010-06-12 11:01:00,E-wallet,15898,NULL
537255,2010-06-12 11:03:00,E-wallet,14443,NULL
537256,2010-06-12 11:06:00,Cash,16210,NULL
537257,2010-06-12 11:10:00,Credit Card,17691,NULL
537258,2010-06-12 11:16:00,E-wallet,17227,NULL
537262,2010-06-12 11:26:00,E-wallet,15039,NULL
537265,2010-06-12 11:26:00,E-wallet,15919,NULL
537298,2010-06-12 11:37:00,Credit Card,13497,NULL
537301,2010-06-12 11:38:00,Cash,15860,NULL
537312,2010-06-12 11:42:00,Debit Card,14189,NULL
537313,2010-06-12 11:42:00,Credit Card,15304,NULL
537332,2010-06-12 11:58:00,Debit Card,14344,NULL
537334,2010-06-12 12:06:00,Debit Card,16719,NULL
537335,2010-06-12 12:15:00,Credit Card,15048,NULL
537346,2010-06-12 12:21:00,E-wallet,15301,NULL
537350,2010-06-12 12:23:00,E-wallet,14708,NULL
537351,2010-06-12 12:23:00,Credit Card,16898,NULL
537354,2010-06-12 12:23:00,Cash,12748,NULL
537359,2010-06-12 12:30:00,E-wallet,14825,NULL
537360,2010-06-12 12:31:00,Debit Card,18113,NULL
537362,2010-06-12 12:34:00,Debit Card,17596,NULL
537365,2010-06-12 12:38:00,Debit Card,15078,NULL
537366,2010-06-12 12:39:00,Debit Card,14085,NULL
537367,2010-06-12 12:39:00,Cash,15078,NULL
537368,2010-06-12 12:40:00,E-wallet,14911,NULL
537369,2010-06-12 12:41:00,E-wallet,17860,NULL
537370,2010-06-12 12:44:00,Credit Card,13155,NULL
537371,2010-06-12 12:47:00,E-wallet,15028,NULL
537372,2010-06-12 12:52:00,Debit Card,16919,NULL
537374,2010-06-12 12:55:00,Cash,17259,NULL
537375,2010-06-12 12:55:00,Credit Card,17019,NULL
537376,2010-06-12 12:59:00,Cash,16722,NULL
537377,2010-06-12 13:01:00,Cash,15882,NULL
537378,2010-06-12 13:06:00,E-wallet,14911,NULL
537380,2010-06-12 13:12:00,E-wallet,15882,NULL
537381,2010-06-12 13:13:00,Debit Card,14667,NULL
537382,2010-06-12 13:13:00,Cash,16710,NULL
537384,2010-06-12 13:21:00,Credit Card,15984,NULL
537385,2010-06-12 13:22:00,Cash,14487,NULL
537386,2010-06-12 13:32:00,E-wallet,14911,NULL
537387,2010-06-12 13:34:00,Debit Card,13468,NULL
537388,2010-06-12 13:35:00,Debit Card,17682,NULL
537389,2010-06-12 13:41:00,Credit Card,17757,NULL
537390,2010-06-12 13:47:00,Cash,16658,NULL
537391,2010-06-12 13:53:00,Debit Card,16550,NULL
537392,2010-06-12 13:58:00,Debit Card,17068,NULL
537393,2010-06-12 13:59:00,E-wallet,13089,NULL
537394,2010-06-12 14:00:00,Debit Card,13089,NULL
537395,2010-06-12 14:05:00,Cash,15356,NULL
537396,2010-06-12 14:08:00,Cash,17223,NULL
537397,2010-06-12 14:19:00,Debit Card,16817,NULL
537399,2010-06-12 14:31:00,Cash,13030,NULL
537400,2010-06-12 14:36:00,Credit Card,17191,NULL
537403,2010-06-12 14:43:00,Cash,17191,NULL
537404,2010-06-12 14:46:00,E-wallet,17191,NULL
537405,2010-06-12 14:51:00,Cash,17841,NULL
537407,2010-06-12 14:55:00,Cash,15502,NULL
537409,2010-06-12 15:00:00,Credit Card,15194,NULL
537410,2010-06-12 15:03:00,Debit Card,14409,NULL
537412,2010-06-12 15:06:00,Credit Card,14409,NULL
537415,2010-06-12 15:09:00,Debit Card,16654,NULL
537418,2010-06-12 15:13:00,Credit Card,17884,NULL
537419,2010-06-12 15:14:00,Debit Card,13495,NULL
537420,2010-06-12 15:18:00,Cash,17519,NULL
537421,2010-06-12 15:25:00,Credit Card,17218,NULL
537422,2010-06-12 15:27:00,Cash,17812,NULL
537423,2010-06-12 15:34:00,Cash,14215,NULL
537424,2010-06-12 15:35:00,Cash,15602,NULL
537428,2010-06-12 15:38:00,Debit Card,17320,NULL
